id,item_name,uses_ammo,damage,knockback,consumable,critical_chance,use_time,velocity,tooltip,max_stack,rarity,buy,sell,research
262,Stynger,Stynger Bolt,45 ,5.0,0,0.04,22 ,9,Shoots an explosive bolt,1,Lime,-1,7,1,True
263,Jack_%27O_Lantern_Launcher,Explosive Jack 'O Lantern,65 ,5.0,0,0.1,25 ,7,,1,Yellow,-1,10,1,True
264,Snowman_Cannon,Rockets,67 ,4.0,0,0.04,15 ,15,Launches homing missiles,1,Yellow,-1,9,1,True
265,Celebration,Rockets,25 ,4.0,0,0.04,30 ,15,,1,Yellow,80,16,1,True
266,Electrosphere_Launcher,Rockets,40 ,2.0,0,0.04,12 ,12,,1,Yellow,-1,10,1
267,Celebration_Mk2,Rockets,40 ,10.0,0,0.04,6 ,17,50% chance to not consume ammo,1,Red,-1,10,1,True
268,Flare_Gun,Flares,2,0.0,0,0.0,18 ,6,,1,Blue,-1,1,1
269,Blowpipe,Darts,9 ,3.5,0,0.04,25 ,11,Allows the collection of seeds for ammo,1,White,-1,20,1,True
270,Blowgun,Darts,27 ,4.0,0,0.04,35 ,13,Allows the collection of seeds for ammo,1,Orange,5,1,1,True
271,Snowball_Cannon,Snowball,10 ,1.0,0,0.04,19 ,11,,1,Blue,-1,2,1,True
272,Paintball_Gun,,12 ,1.25,0,0.11,24 ,10,,1,Green,-1,50,1
273,Harpoon,,25 ,6.0,0,0.04,30 ,11,,1,Green,-1,54,1,True
274,Egg_Cannon,,16 ,0.5,0,0.04,-1,0.0,"""To kill a goblin, you have to break a few eggs""",1,Green,-1,1,-1
275,Star_Cannon,Fallen Star,55 ,0.0,0,0.04,12 ,14,Shoots fallen stars,1,Green,-1,10,1,True
276,Toxikarp,,43 ,3.0,0,0.04,10 ,8.5,Spits toxic bubbles,1,Pink,-1,4,1,True
277,Dart_Pistol,Darts,28 ,3.5,0,0.04,22 ,13,,1,Pink,-1,8,1,True
278,Dart_Rifle,Darts,52 ,5.5,0,0.04,38 ,14.5,,1,Pink,-1,8,1,True
279,Flamethrower,Gel,35 ,0.3,0,0.04,30 ,21,Uses gel for ammo,1,Pink,-1,10,1,True
280,Piranha_Gun,,38 ,1.0,0,0.04,30 ,14,Latches on to enemies for continuous damage,1,Yellow,-1,20,1
281,Elf_Melter,Gel,60 ,0.425,0,0.04,30 ,25.5,Uses gel for ammo,1,Yellow,-1,10,1,True
282,Super_Star_Shooter,Fallen Star,60 ,5.0,0,0.04,18 ,20,"'Sure, Brain, but where are you going to get enough stars for this?'",1,Orange,50,10,1,True
283,Wand_of_Sparking,,14 ,0.0,0,0.14,26 ,7,Shoots a small spark,1,Blue,-1,10,1,2
284,Thunder_Zapper,,12 ,2.0,0,0.04,17 ,16,,1,Blue,-1,30,1,5,True
285,Amethyst_Staff,,14 ,3.25,0,0.04,40 ,6,,1,White,-1,4,1,3
286,Topaz_Staff,,15 ,3.5,0,0.04,38 ,6.5,,1,White,-1,6,1,4
287,Sapphire_Staff,,17 ,4.0,0,0.04,34 ,7.5,,1,Blue,-1,20,1,5
288,Emerald_Staff,,19 ,4.25,0,0.04,32 ,8,,1,Blue,-1,30,1,6,True
289,Ruby_Staff,,21 ,4.75,0,0.04,28 ,9,,1,Blue,-1,40,1,7,True
290,Diamond_Staff,,23 ,5.5,0,0.04,26 ,9.5,,1,Green,-1,60,1,8,True
291,Amber_Staff,,21 ,4.75,0,0.04,28 ,9,,1,Blue,-1,40,1,7,True
292,Vilethorn,,10 ,1.0,0,0.04,28 ,32,Summons a vile thorn,1,Blue,-1,1,1,10
293,Magic_Missile,,27 ,7.5,0,0.04,22 ,6,Casts a controllable missile,1,Green,-1,1,1,14 
294,Aqua_Scepter,,16 ,5.0,0,0.04,16 ,37.5,Sprays out a shower of water,1,Green,-1,1,1,6,True
295,Flower_of_Fire,,48 ,5.5,0,0.04,16 ,6,Throws balls of fire,1,Orange,-1,2,1,12 
296,Flamelash,,32 ,6.5,0,0.04,30 ,6,Summons a controllable ball of fire,1,Orange,-1,2,1,21 
297,Sky_Fracture,,38 ,6.0,0,0.24,12 ,14,,1,Light Red,-1,6,1,17,True
298,Crystal_Serpent,,40 ,4.4,0,0.04,29 ,13,Shoots an explosive crystal charge,1,Pink,-1,4,1,9,True
299,Flower_of_Frost,,60 ,6.5,0,0.04,12 ,7,Shoots a ball of frost,1,Pink,-1,5,1,11 
300,Frost_Staff,,46 ,5.0,0,0.04,16 ,16,Shoots a stream of frost,1,Pink,-1,4,1,12,True
301,Crystal_Vile_Shard,,25 ,3.0,0,0.04,33 ,32,Summons a massive crystal spike,1,Pink,-1,8,1,13,True
302,Life_Drain,,35 ,2.5,0,0.04,12 ,10,Drains life from enemies,1,Pink,-1,8,1,10,True
303,Meteor_Staff,,50 ,4.5,0,0.04,10 ,30,Showers meteors,1,Pink,-1,2,1,13,True
304,Poison_Staff,,43 ,5.6,0,0.04,36 ,13.5,Shoots a poison fang that pierces multiple enemies,1,Light Purple,-1,4,1,22,True
305,Rainbow_Rod,,50 ,6.0,0,0.04,25 ,6,Casts a controllable rainbow,1,Pink,-1,4,1,21 
306,Unholy_Trident,,88 ,6.5,0,0.04,17 ,13,Summons the Devil's trident,1,Light Purple,-1,10,1,19 ,True
307,Tome_of_Infinite_Wisdom,,32 ,9.0,0,0.04,25 ,22,Gotta wonder who stuck a tome of infinite wisdom on a stick...,1,Pink,-1,1,1,20,True
308,Venom_Staff,,44 ,7.0,0,0.04,30 ,14,Shoots a venom fang that pierces multiple enemies,1,Lime,-1,7,1,25,True
309,Nettle_Burst,,35 ,1.0,0,0.04,25 ,32,Ignores 10 points of enemy Defense,1,Lime,-1,4,1,12 ,True
310,Bat_Scepter,,45 ,3.0,0,0.04,12 ,10,Summons bats to attack your enemies,1,Yellow,-1,10,1,6 ,True
311,Blizzard_Staff,,58 ,4.5,0,0.04,10 ,20,Showers an area with icicles,1,Yellow,-1,9,1,9,True
312,Inferno_Fork,,65 ,8.0,0,0.04,30 ,8,Launches a ball of fire that explodes into a raging inferno,1,Yellow,-1,6,1,18
313,Shadowbeam_Staff,,60 ,3.25,0,0.04,15 ,606,Creates a shadow beam that bounces off walls,1,Yellow,-1,6,1,7 ,True
314,Spectre_Staff,,65 ,6.0,0,0.04,24 ,12,Summons a lost soul to chase your foes,1,Yellow,-1,6,1,15 ,True
315,Resonance_Scepter,,70 ,5.0,0,0.04,25 ,10,,1,Pink,-1,10,1,18,True
316,Razorpine,,48 ,3.25,0,0.04,8 ,24,Shoots razor sharp pine needles,1,Yellow,-1,9,1,5,True
317,Staff_of_Earth,,125 ,7.5,0,0.24,24 ,24,Summons a powerful boulder,1,Lime,-1,7,1,18 
318,Betsy%27s_Wrath,,100 ,7.0,0,0.04,20 ,28,Splashes defense reducing miasma!,1,Yellow,-1,5,1,14,True
319,Gray_Zapinator,,42 ,6.0,0,0.04,37 ,60,'It might be broken',1,Green,17,3,1,16
320,Space_Gun,,17 ,0.75,0,0.04,17 ,30,,1,Blue,-1,40,1,6 ,True
321,Bee_Gun,,9 ,0.0,0,0.04,12 ,32,Shoots bees that will chase your enemy,1,Green,-1,2,1,5,True
322,Roman_candle,,10 ,5.0,0,0.04,-1,0.0,Fire works!,1,Pink,5,1,-1,5
323,Laser_Rifle,,29 ,2.5,0,0.04,12 ,85,,1,Light Red,-1,3,1,8,True
324,Orange_Zapinator,,100 ,6.0,0,0.04,37 ,60,'It might be broken',1,Pink,50,10,1,16
325,Zapinator,,50 ,3.0,0,0.04,7 ,12,,1,Light Red,-1,-1,-1,4
326,Wasp_Gun,,31 ,0.0,0,0.04,18 ,36,,1,Yellow,-1,10,1,10 ,True
327,Leaf_Blower,,48 ,4.0,0,0.04,7 ,11,Rapidly shoots razor sharp leaves,1,Lime,-1,6,1,4,True
328,Rainbow_Gun,,45 ,2.5,0,0.04,40 ,16,Shoots a rainbow that does continuous damage,1,Yellow,-1,20,1,20
329,Heat_Ray,,80 ,3.0,0,0.04,10 ,"1,515",Shoots a scorching ray of heat,1,Lime,-1,7,1,8,True
330,Laser_Machinegun,,60 ,2.0,0,0.04,20 ,20,,1,Yellow,-1,10,1,6
331,Charged_Blaster_Cannon,,100 ,2.0,0,0.04,20 ,28,,1,Yellow,-1,10,1,14
332,Bubble_Gun,,70 ,3.0,0,0.04,9 ,11,Rapidly shoots forceful bubbles,1,Yellow,-1,5,1,4,True
333,Water_Bolt,,19 ,5.0,0,0.04,17 ,4.5,Casts a slow moving bolt of water,1,Green,-1,1,1,10,True
334,Book_of_Skulls,,29 ,3.5,0,0.04,26 ,3.5,Shoots a skull,1,Green,-1,1,1,18 ,True
335,Demon_Scythe,,35 ,5.0,0,0.04,20 ,0.2,Casts a demon scythe,1,Orange,-1,1,1,14 
336,Cursed_Flames,,50 ,6.5,0,0.04,15 ,10,Summons unholy fire balls,1,Light Red,-1,4,1,9 ,True
337,Golden_Shower,,21 ,4.0,0,0.04,18 ,30,Sprays a shower of ichor,1,Light Red,-1,4,1,7,True
338,Crystal_Storm,,32 ,5.0,0,0.04,7 ,16,Summons rapid fire crystal shards,1,Light Red,-1,4,1,5 ,True
339,Magnet_Sphere,,48 ,6.0,0,0.04,20 ,1.2,,1,Yellow,-1,10,1,14
340,Razorblade_Typhoon,,90 ,5.0,0,0.04,40 ,18,Casts fast moving razorwheels,1,Yellow,-1,5,1,16,True
341,Lunar_Flare,,100 ,4.5,0,0.04,10 ,60,Rains down lunar flares,1,Red,-1,10,1,13,True
342,Crimson_Rod,,12 ,0.0,0,0.04,24 ,12,Summons a cloud to rain blood on your foes,1,Blue,-1,1,1,10
343,Ice_Rod,,28 ,2.0,0,0.04,9 ,12,Summons a block of ice,1,Light Red,50,10,1,1,6,True
344,Clinger_Staff,,43 ,8.0,0,0.04,24 ,15,Summons a wall of cursed flames,1,Pink,-1,8,1,40,True
345,Nimbus_Rod,,36 ,0.0,0,0.04,22 ,16,Summons a cloud to rain down on your foes,1,Light Purple,-1,3,1,10
346,Magic_Dagger,,40 ,3.75,0,0.04,8 ,12,A magical returning dagger,1,Light Red,-1,5,1,6
347,Medusa_Head,,40 ,2.0,0,0.04,20 ,1,,1,Light Red,-1,4,1,15,True
348,Spirit_Flame,,85 ,5.0,0,0.04,22 ,3,,1,Light Red,-1,1,1,14 ,True
349,Shadowflame_Hex_Doll,,40 ,3.75,0,0.07,21 ,27,Summons Shadowflame tentacles to strike your foes,1,Pink,-1,2,1,6,True
350,Blood_Thorn,,34 ,1.0,0,0.04,33 ,32,Summons blood thorns from the ground,1,Light Red,-1,4,1,20,True
351,Magical_Harp,,42 ,0.25,0,0.04,12 ,4.5,,1,Pink,-1,4,1,5 ,True
352,Toxic_Flask,,46 ,4.0,0,0.04,28 ,9,,1,Yellow,-1,10,1,30
353,Nightglow,,50 ,2.5,0,0.04,36 ,34,,1,Yellow,-1,5,1,23,True
354,Stellar_Tune,,85 ,0.0,0,0.24,12 ,3,'These chords are out of this world',1,Pink,-1,10,1,12,True
355,Nebula_Arcanum,,70 ,5.0,0,0.04,30 ,7,'Conjure masses of astral energy to chase down your foes',1,Red,-1,10,1,30,True
356,Nebula_Blaze,,130 ,0.0,0,0.04,12 ,18,'From Orion's belt to the palm of your hand',1,Red,-1,10,1,12 ,True
357,Last_Prism,,100 ,0.0,0,0.04,10 ,30,'Fire a lifeform disintegration rainbow',1,Red,-1,10,1,12
358,Finch_Staff,,7 ,4.0,0,0.0,36 ,10,Summons a baby finch to fight for you,1,Blue,-1,1,1,10
359,Slime_Staff,,8 ,2.0,0,0.0,28 ,10,Summons a baby slime to fight for you,1,Light Red,-1,2,1,10
360,Flinx_Staff,,8 ,2.0,0,0.0,36 ,10,Summons a snow flinx to fight for you,1,Orange,-1,50,1,5
361,Hornet_Staff,,12 ,2.0,0,0.0,22 ,10,Summons a hornet to fight for you,1,Orange,-1,20,1,10
362,Vampire_Frog_Staff,,11 ,5.0,0,0.0,36 ,10,Summons a vampire frog to fight for you,1,Orange,-1,1,1,10
363,Imp_Staff,,17 ,2.0,0,0.0,36 ,10,Summons an imp to fight for you,1,Orange,-1,20,1,10
364,Blade_Staff,,6 ,0.0,0,0.0,36 ,10,Summons an Enchanted Dagger to fight for you,1,Pink,-1,1,1,10
365,Spider_Staff,,26 ,3.0,0,0.0,36 ,10,Summons spiders to fight for you,1,Light Red,-1,1,1,10
366,Pirate_Staff,,40 ,6.0,0,0.0,36 ,10,Summons pirates to fight for you,1,Pink,-1,1,1,10
367,Sanguine_Staff,,35 ,8.0,0,0.0,36 ,10,Summons a sanguine bat to fight for you,1,Light Red,-1,5,1,10
368,Optic_Staff,,30 ,2.0,0,0.0,36 ,30,Summons twins to fight for you,1,Pink,-1,2,1,10
369,Deadly_Sphere_Staff,,50 ,2.0,0,0.0,36 ,10,Summons a deadly sphere to fight for you,1,Yellow,-1,10,1,10
370,Pygmy_Staff,,34 ,3.0,0,0.0,28 ,10,Summons a Pygmy to fight for you,1,Lime,-1,7,1,10
371,Raven_Staff,,55 ,3.0,0,0.0,28 ,10,Summons a raven to fight for you,1,Yellow,-1,10,1,10
372,Desert_Tiger_Staff,,41 ,4.0,0,0.0,36 ,40,Summons a white tiger to fight for you,1,Yellow,-1,20,1,10
373,Tempest_Staff,,50 ,2.0,0,0.0,36 ,10,Summons sharknados to fight for you,1,Yellow,-1,5,1,10
374,Terraprisma,,90 ,4.0,0,0.0,36 ,10,Summons an Enchanted Sword to fight for you,1,Pink,-1,20,1,10
375,Xeno_Staff,,36 ,2.0,0,0.0,36 ,10,Summons a UFO to fight for you,1,Yellow,-1,10,1,10
376,Stardust_Cell_Staff,,60 ,2.0,0,0.0,36 ,10,Summons a stardust cell to fight for you,1,Red,-1,10,1,10
377,Stardust_Dragon_Staff,,40 ,2.0,0,0.0,36 ,10,Summons a stardust dragon to fight for you,1,Red,-1,10,1,10
378,Lightning_Aura_Rod,,-1 ,0.0,0,0.0,30 ,1,An aura that repeatedly zaps enemies that go inside,1,White,-1,-1,-1
379,Flameburst_Rod,,-1 ,0.0,0,0.0,29 ,1,An average speed tower that shoots exploding fireballs,1,White,-1,-1,-1
380,Explosive_Trap_Rod,,-1 ,0.0,0,0.0,30 ,1,Summons a sentry,1,White,-1,-1,-1
381,Ballista_Rod,,-1 ,0.0,0,0.0,29 ,1,A slow but high damage tower that shoots piercing bolts,1,White,-1,-1,-1
382,Queen_Spider_Staff,,26 ,7.5,0,0.0,30 ,14,Summons a sentry,1,Light Red,-1,5,1,10
383,Lightning_Aura_Cane,,-1 ,0.0,0,0.0,30 ,1,An aura that repeatedly zaps enemies that go inside,1,White,-1,-1,-1
384,Flameburst_Cane,,-1 ,0.0,0,0.0,29 ,1,An average speed tower that shoots exploding fireballs,1,White,-1,-1,-1
385,Explosive_Trap_Cane,,-1 ,0.0,0,0.0,30 ,1,Summons a sentry,1,White,-1,-1,-1
386,Ballista_Cane,,-1 ,0.0,0,0.0,29 ,1,A slow but high damage tower that shoots piercing bolts,1,White,-1,-1,-1
387,Staff_of_the_Frost_Hydra,,100 ,7.5,0,0.0,30 ,14,Summons a sentry,1,Yellow,-1,20,1,20
388,Lightning_Aura_Staff,,-1 ,0.0,0,0.0,30 ,1,An aura that repeatedly zaps enemies that go inside,1,White,-1,-1,-1
389,Flameburst_Staff,,-1 ,0.0,0,0.0,29 ,1,An average speed tower that shoots exploding fireballs,1,White,-1,-1,-1
390,Explosive_Trap_Staff,,-1 ,0.0,0,0.0,30 ,1,Summons a sentry,1,White,-1,-1,-1
391,Ballista_Staff,,-1 ,0.0,0,0.0,29 ,1,A slow but high damage tower that shoots piercing bolts,1,White,-1,-1,-1
392,Lunar_Portal_Staff,,50 ,7.5,0,0.0,30 ,14,Summons a sentry,1,Red,-1,10,1,10
393,Rainbow_Crystal_Staff,,130 ,7.5,0,0.0,30 ,14,Summons a sentry,1,Red,-1,10,1,10
394,Leather_Whip,,14 ,0.5,0,0.0,30 ,8,4 summon tag damage,1,Blue,15,3,1
395,Snapthorn,,18 ,1.0,0,0.0,30 ,8,6 summon tag damage,1,Orange,-1,1,1
396,Spinal_Tap,,29 ,2.0,0,0.0,30 ,10,7 summon tag damage,1,Green,-1,1,1
397,Firecracker,,40 ,2.0,0,0.0,30 ,8,Your summons will focus struck enemies,1,Light Red,-1,3,1
398,Cool_Whip,,50 ,1.5,0,0.0,30 ,8,Your summons will focus struck enemies,1,Light Red,-1,4,1
399,Durendal,,55 ,2.0,0,0.0,30 ,12,9 summon tag damage,1,Pink,-1,4,1
400,Dark_Harvest,,100 ,3.0,0,0.0,30 ,12,Your summons will focus struck enemies,1,Yellow,-1,10,1
401,Morning_Star,,180 ,11.0,0,0.0,45 ,8,5 summon tag damage,1,Yellow,-1,6,1
402,Kaleidoscope,,180 ,4.0,0,0.0,30 ,12,20 summon tag damage,1,Yellow,-1,5,1
403,Shuriken,,10 ,0.0,1,0.04,15 ,9,,999,White,15,3,99
404,Throwing_Knife,,12 ,2.0,1,0.04,15 ,10,,999,White,50,10,99
405,Poisoned_Knife,,14 ,2.4,1,0.08,15 ,12,,999,White,-1,12,99,True
406,Snowball,,8 ,5.75,0,0.0,19 ,7,,999,White,-1,-1,99
407,Ale_Tosser,Ale,20 ,7.0,0,0.04,40 ,6.5,,1,Blue,-1,1,1
408,Spiky_Ball,,15 ,1.0,1,0.04,15 ,5,,999,White,80,16,99
409,Bone,,20 ,2.3,1,0.04,12 ,8,,999,White,-1,10,99
410,Bone_Glove,,25,0.0,0,0.0,-1,0.0,Shoots crossbones at enemies while you are attacking,1,Rainbow,-1,2,1
411,Rotten_Egg,,13 ,6.5,1,0.04,19 ,9,Best used for pranking townsfolk,999,White,-1,-1,99
412,Star_Anise,,14 ,0.0,1,0.04,15 ,12,,999,White,-1,5,99
413,Molotov_Cocktail,,23 ,7.0,1,0.04,40 ,6.5,A small explosion that puts enemies on fire,99,Blue,-1,1,99
414,Frost_Daggerfish,,17 ,3.5,1,0.04,13 ,12.5,,999,Blue,-1,16,99
415,Javelin,,17 ,4.75,1,0.04,24 ,11.5,,999,White,-1,5,99
416,Bone_Javelin,,20 ,5.0,1,0.04,25 ,10,,999,Blue,-1,10,99,True
417,Bone_Throwing_Knife,,14 ,1.5,1,0.04,14 ,10,,999,Blue,-1,10,99,True
418,Grenade,,60 ,8.0,1,0.04,45 ,5.5,A small explosion that will not destroy tiles,99,White,75,15,99
419,Sticky_Grenade,,60 ,8.0,1,0.04,45 ,5.5,A small explosion that will not destroy tiles,99,White,-1,15,99
420,Bouncy_Grenade,,65 ,8.0,1,0.04,40 ,6.5,A small explosion that will not destroy tiles,99,White,-1,20,99
421,Beenade,,12 ,1.0,1,0.04,15 ,6,Explodes into a swarm of bees,999,White,-1,40,99
422,Happy_Grenade,,30 ,6.0,1,0.04,20 ,6,A small explosion that will not destroy tiles,99,Green,2,50,99
